city;state;country;latitude;longitude;count;
tahlequah;ok;us;35,915278;-94,969722;4;
kellyville;ok;us;35,943611;-96,213333;1;
coweta;ok;us;35,951667;-95,650556;4;
crescent;ok;us;35,952500;-97,594444;1;
glenpool;ok;us;35,955278;-96,008611;3;
wagoner;ok;us;35,959444;-95,369167;2;
proctor;ok;us;35,966111;-94,777222;1;
cushing;ok;us;35,985000;-96,766667;1;
drumright;ok;us;35,988333;-96,600833;2;
westville;ok;us;35,992500;-94,567778;1;
sapulpa;ok;us;35,998611;-96,113889;6;
jenks;ok;us;36,022778;-95,968056;4;
broken arrow;ok;us;36,052500;-95,790556;19;
watts;ok;us;36,109167;-94,570000;1;
stillwater;ok;us;36,115556;-97,058056;6;
okeene;ok;us;36,116111;-98,316667;1;
longdale;ok;us;36,133333;-98,550278;1;
mannford;ok;us;36,133333;-96,354167;2;
sand springs;ok;us;36,139722;-96,108611;6;
seiling;ok;us;36,148056;-98,923889;1;
inola;ok;us;36,151111;-95,509167;4;
marshall;ok;us;36,153889;-97,625278;1;
tulsa;ok;us;36,153889;-95,992500;91;
terlton;ok;us;36,188056;-96,490000;2;
catoosa;ok;us;36,188889;-95,745556;1;
kansas;ok;us;36,205000;-94,797500;1;
glencoe;ok;us;36,228611;-96,925278;1;
prue;ok;us;36,238056;-96,316389;1;
colcord;ok;us;36,264167;-94,692778;1;
owasso;ok;us;36,269444;-95,854444;11;
shattuck;ok;us;36,275833;-99,880833;1;
cleveland;ok;us;36,310000;-96,463889;3;
claremore;ok;us;36,312500;-95,615833;10;
gage;ok;us;36,315556;-99,757222;1;
pawnee;ok;us;36,337778;-96,803611;2;
eucha;ok;us;36,391944;-94,882778;1;
enid;ok;us;36,395556;-97,878056;8;
woodward;ok;us;36,433611;-99,390000;6;
oologah;ok;us;36,446944;-95,708056;2;
texhoma;ok;us;36,505000;-101,782500;1;
helena;ok;us;36,546111;-98,269722;1;
barnsdall;ok;us;36,561944;-96,161389;1;
cleora;ok;us;36,578889;-94,970833;1;
grove;ok;us;36,593611;-94,768889;1;
vinita;ok;us;36,638611;-95,153889;1;
pond creek;ok;us;36,669167;-97,800833;1;
guymon;ok;us;36,682778;-101,481111;1;
nowata;ok;us;36,700556;-95,637778;1;
ponca city;ok;us;36,706944;-97,085278;8;
bartlesville;ok;us;36,747222;-95,980556;9;
cherokee;ok;us;36,754444;-98,356389;1;
dewey;ok;us;36,795833;-95,935278;1;
blackwell;ok;us;36,804444;-97,282500;1;
alva;ok;us;36,805000;-98,666111;2;
beaver;ok;us;36,816111;-100,519444;1;
miami;ok;us;36,874444;-94,877222;6;
kenton;ok;us;36,903056;-102,962778;1;
tyrone;ok;us;36,954167;-101,065000;1;
quapaw;ok;us;36,954444;-94,787778;1;
merrill;or;us;42,025278;-121,599444;1;
brookings;or;us;42,052778;-124,282778;14;
o&#39brien;or;us;42,067500;-123,701944;1;
cave junction;or;us;42,163056;-123,646944;1;
lakeview;or;us;42,188889;-120,344722;3;
ashland;or;us;42,194722;-122,708333;15;
bonanza;or;us;42,198889;-121,405000;1;
klamath falls;or;us;42,225000;-121,780556;11;
ruch;or;us;42,236667;-123,041111;1;
talent;or;us;42,245833;-122,787500;6;
phoenix;or;us;42,275556;-122,816944;1;
selma;or;us;42,279167;-123,614722;2;
jacksonville;or;us;42,313611;-122,965833;3;
medford;or;us;42,326667;-122,874444;40;
murphy;or;us;42,347778;-123,332222;2;
gold beach;or;us;42,407500;-124,420556;5;
rogue river;or;us;42,436111;-123,170833;7;
white city;or;us;42,437500;-122,857778;4;
grants pass;or;us;42,439167;-123,327222;28;
beatty;or;us;42,441944;-121,269722;1;
eagle point;or;us;42,472778;-122,801667;6;
merlin;or;us;42,517500;-123,418611;3;
butte falls;or;us;42,543333;-122,564444;1;
chiloquin;or;us;42,577778;-121,865000;6;
trail;or;us;42,648611;-122,809444;2;
fort klamath;or;us;42,704722;-121,994722;1;
port orford;or;us;42,745833;-124,496111;2;
prospect;or;us;42,751111;-122,487778;3;
drew;or;us;42,881944;-122,898333;1;
canyonville;or;us;42,927500;-123,280000;2;
riddle;or;us;42,951111;-123,363056;2;
summer lake;or;us;42,973056;-120,776389;3;
jordan valley;or;us;42,974167;-117,053333;2;
myrtle creek;or;us;43,020278;-123,291944;5;
myrtle point;or;us;43,065000;-124,137778;2;
bandon;or;us;43,119167;-124,407222;4;
winston;or;us;43,122500;-123,411389;2;
silver lake;or;us;43,128056;-121,045000;2;
diamond lake;or;us;43,178889;-122,137778;1;
roseburg;or;us;43,216667;-123,340556;20;
christmas valley;or;us;43,236389;-120,635833;6;
glide;or;us;43,301667;-123,100000;1;
charleston;or;us;43,340278;-124,328889;1;
barview;or;us;43,354444;-124,311944;1;
coos bay;or;us;43,366667;-124,216667;11;
sutherlin;or;us;43,390278;-123,311389;1;
north bend;or;us;43,406667;-124,223056;6;
crane;or;us;43,415278;-118,577222;1;
oakland;or;us;43,422222;-123,297222;1;
crescent;or;us;43,462500;-121,694444;1;
gilchrist;or;us;43,477222;-121,684167;1;
hauser;or;us;43,493056;-124,217500;1;
riley;or;us;43,541667;-119,502778;1;
lakeside;or;us;43,575833;-124,173889;3;
burns;or;us;43,586389;-119,053056;2;
elkton;or;us;43,637778;-123,566944;2;
drain;or;us;43,658889;-123,317500;2;
la pine;or;us;43,670556;-121,502500;3;
reedsport;or;us;43,702500;-124,095556;2;
dorena;or;us;43,720000;-122,860833;1;
oakridge;or;us;43,746667;-122,460556;1;
westfir;or;us;43,757500;-122,495278;3;
cottage grove;or;us;43,797778;-123,058333;6;
brothers;or;us;43,813889;-120,602222;1;
lorane;or;us;43,837778;-123,237778;2;
nyssa;or;us;43,876944;-116,993889;1;
millican;or;us;43,879167;-120,918889;1;
sunriver;or;us;43,884167;-121,437500;1;
dexter;or;us;43,916111;-122,821667;1;
creswell;or;us;43,918056;-123,023333;5;
fall creek;or;us;43,959722;-122,819167;1;
pleasant hill;or;us;43,966111;-122,930556;1;
vale;or;us;43,982222;-117,237222;2;
florence;or;us;43,982778;-124,098611;12;
ontario;or;us;44,026667;-116,961944;2;
springfield;or;us;44,046389;-123,020833;34;
veneta;or;us;44,048889;-123,349722;1;
eugene;or;us;44,052222;-123,085556;88;
bend;or;us;44,058333;-121,314167;34;
coburg;or;us;44,137222;-123,065278;1;
vida;or;us;44,146111;-122,568611;2;
blue river;or;us;44,154722;-122,340000;1;
mckenzie bridge;or;us;44,175278;-122,162778;1;
junction city;or;us;44,219444;-123,204444;4;
redmond;or;us;44,272778;-121,172778;11;
sisters;or;us;44,291111;-121,548056;1;
prineville;or;us;44,300000;-120,833333;12;
monroe;or;us;44,314167;-123,295556;1;
terrebonne;or;us;44,353056;-121,176667;5;
alsea;or;us;44,381667;-123,595278;2;
halsey;or;us;44,384167;-123,108611;1;
brownsville;or;us;44,393611;-122,983611;2;
sweet home;or;us;44,397778;-122,735000;1;
tidewater;or;us;44,411389;-123,899167;1;
john day;or;us;44,416111;-118,951944;3;
crooked river ranch;or;us;44,424722;-121,237222;1;
waldport;or;us;44,426944;-124,067500;5;
prairie city;or;us;44,463333;-118,708889;1;
seal rock;or;us;44,499167;-124,082778;1;
culver;or;us;44,525833;-121,211944;2;
lebanon;or;us;44,536667;-122,905833;9;
philomath;or;us;44,540278;-123,366389;4;
corvallis;or;us;44,564722;-123,260833;30;
mitchell;or;us;44,566667;-120,152222;1;
toledo;or;us;44,621667;-123,937222;2;
madras;or;us;44,633611;-121,128333;6;
albany;or;us;44,636667;-123,104722;25;
newport;or;us;44,636944;-124,052222;12;
jefferson;or;us;44,719722;-123,009167;1;
detroit;or;us;44,734167;-122,148611;2;
sumpter;or;us;44,745833;-118,201111;1;
gates;or;us;44,756389;-122,415556;3;
warm springs;or;us;44,763611;-121,265000;1;
baker city;or;us;44,775000;-117,833333;9;
stayton;or;us;44,800833;-122,793333;2;
depoe bay;or;us;44,808611;-124,061944;3;
sublimity;or;us;44,829722;-122,793333;1;
wingville;or;us;44,839722;-117,920556;1;
turner;or;us;44,843333;-122,951667;1;
monmouth;or;us;44,848611;-123,232778;3;
lincoln beach;or;us;44,850556;-124,045556;1;
independence;or;us;44,851389;-123,185556;4;
gleneden beach;or;us;44,881389;-124,033056;1;
ritter;or;us;44,892500;-119,142500;1;
dallas;or;us;44,919444;-123,315833;4;
salem;or;us;44,943056;-123,033889;90;
lincoln city;or;us;44,958333;-124,016667;25;
keizer;or;us;44,990278;-123,025000;8;
silverton;or;us;45,005278;-122,781944;3;
otis;or;us;45,024444;-123,945278;6;
scotts mills;or;us;45,043056;-122,667222;1;
brooks;or;us;45,048333;-122,957222;2;
grand ronde;or;us;45,060278;-123,608056;1;
valley junction;or;us;45,062222;-123,570833;1;
mount angel;or;us;45,068056;-122,798889;1;
willamina;or;us;45,078889;-123,484722;2;
sheridan;or;us;45,099444;-123,393611;2;
amity;or;us;45,115833;-123,206111;4;
ukiah;or;us;45,134167;-118,931389;2;
woodburn;or;us;45,143889;-122,854167;3;
molalla;or;us;45,147500;-122,575833;6;
maupin;or;us;45,175278;-121,080278;2;
hubbard;or;us;45,182500;-122,806667;2;
pacific city;or;us;45,202500;-123,961667;4;
cloverdale;or;us;45,206111;-123,890833;1;
union;or;us;45,208611;-117,864167;1;
mcminnville;or;us;45,210278;-123,197500;14;
st. paul;or;us;45,211389;-122,975556;1;
mulino;or;us;45,221667;-122,580833;3;
hebo;or;us;45,230556;-123,862222;1;
aurora;or;us;45,231111;-122,754722;3;
lafayette;or;us;45,244444;-123,113611;2;
canby;or;us;45,263056;-122,691389;11;
dundee;or;us;45,278333;-123,009722;1;
beaver creek;or;us;45,288056;-122,534444;2;
estacada;or;us;45,289722;-122,332500;3;
carlton;or;us;45,294444;-123,175278;4;
wilsonville;or;us;45,300000;-122,772500;6;
newberg;or;us;45,300278;-122,971944;12;
la grande;or;us;45,324722;-118,086667;6;
welches;or;us;45,328333;-121,959722;1;
yamhill;or;us;45,341667;-123,186111;1;
joseph;or;us;45,354444;-117,228611;1;
sherwood;or;us;45,356667;-122,838889;6;
eagle creek;or;us;45,357500;-122,357778;4;
oregon city;or;us;45,357500;-122,605556;18;
grass valley;or;us;45,360278;-120,784444;1;
brightwood;or;us;45,376389;-122,015556;1;
gladstone;or;us;45,380833;-122,593611;1;
tualatin;or;us;45,384167;-122,762778;10;
clackamas;or;us;45,407778;-122,569167;8;
damascus;or;us;45,417778;-122,457778;2;
lake oswego;or;us;45,420833;-122,669444;18;
boring;or;us;45,430000;-122,373611;3;
tigard;or;us;45,431389;-122,770278;14;
gaston;or;us;45,436389;-123,138333;2;
milwaukie;or;us;45,446389;-122,638056;16;
happy valley;or;us;45,446944;-122,529167;4;
dufur;or;us;45,453333;-121,129444;2;
tillamook;or;us;45,456389;-123,842778;4;
oceanside;or;us;45,461111;-123,966667;2;
pilot rock;or;us;45,483333;-118,828889;1;
beaverton;or;us;45,487222;-122,802500;44;
cape meares;or;us;45,490000;-123,957500;1;
aloha;or;us;45,494444;-122,865833;15;
gresham;or;us;45,498333;-122,430278;25;
cornelius;or;us;45,520000;-123,058611;6;
forest grove;or;us;45,520000;-123,109444;5;
parkdale;or;us;45,520000;-121,595556;1;
bay city;or;us;45,522778;-123,888056;1;
hillsboro;or;us;45,523056;-122,988611;31;
portland;or;us;45,523611;-122,675000;303;
corbett;or;us;45,531944;-122,290000;3;
fairview;or;us;45,538611;-122,432778;1;
troutdale;or;us;45,539444;-122,386111;6;
garibaldi;or;us;45,560000;-123,909722;1;
elgin;or;us;45,565000;-117,916389;1;
the dalles;or;us;45,594722;-121,177500;12;
north plains;or;us;45,597222;-122,992222;3;
rockaway beach;or;us;45,613611;-123,941667;3;
banks;or;us;45,618889;-123,113056;4;
cascade locks;or;us;45,670000;-121,889444;2;
pendleton;or;us;45,672222;-118,787500;3;
mosier;or;us;45,683611;-121,396111;1;
hood river;or;us;45,705556;-121,520278;8;
manzanita;or;us;45,718611;-123,933889;5;
nehalem;or;us;45,720278;-123,892778;1;
scappoose;or;us;45,754444;-122,876389;11;
stanfield;or;us;45,780556;-119,216111;2;
athena;or;us;45,811944;-118,489444;1;
warren;or;us;45,819167;-122,847778;1;
hermiston;or;us;45,840556;-119,288333;8;
vernonia;or;us;45,858889;-123,191667;1;
st helens;or;us;45,864167;-122,805278;1;
st. helens;or;us;45,864167;-122,805278;5;
columbia city;or;us;45,890278;-122,805833;1;
cannon beach;or;us;45,891944;-123,960278;2;
irrigon;or;us;45,895833;-119,490278;2;
umatilla;or;us;45,917500;-119,341389;5;
mcnary;or;us;45,919444;-119,288056;2;
milton-freewater;or;us;45,932778;-118,386667;1;
seaside;or;us;45,993333;-123,921389;13;
rainier;or;us;46,089167;-122,934722;1;
clatskanie;or;us;46,101389;-123,205556;2;
westport;or;us;46,132778;-123,373611;1;
warrenton;or;us;46,165278;-123,922500;2;
knappa;or;us;46,185278;-123,584722;4;
astoria;or;us;46,188056;-123,830000;7;
blue ridge summit;pa;us;39,724167;-77,471667;1;
delta;pa;us;39,726944;-76,326944;1;
fawn grove;pa;us;39,727778;-76,452222;2;
wellersburg;pa;us;39,732778;-78,850556;1;
new freedom;pa;us;39,737778;-76,701667;2;
addison;pa;us;39,747222;-79,339444;1;
carroll valley;pa;us;39,749167;-77,383333;3;
salisbury;pa;us;39,752778;-79,081111;1;
stewartstown;pa;us;39,753611;-76,591667;2;
waynesboro;pa;us;39,755833;-77,578056;4;
bobtown;pa;us;39,761111;-79,981667;1;
shrewsbury;pa;us;39,768611;-76,680000;3;
oxford;pa;us;39,785278;-75,979167;4;
fairfield;pa;us;39,787222;-77,368889;2;
greencastle;pa;us;39,790278;-77,728056;3;
whitehall;pa;us;39,790833;-77,109722;5;
greensboro;pa;us;39,791111;-79,913056;1;
glen rock;pa;us;39,793056;-76,730556;1;
hanover;pa;us;39,800556;-76,983333;4;
hyndman;pa;us;39,823056;-78,718333;1;
linwood;pa;us;39,826389;-75,425833;1;
trainer;pa;us;39,827500;-75,414722;1;
mercersburg;pa;us;39,827778;-77,903611;2;
boothwyn;pa;us;39,830000;-75,441944;1;
gettysburg;pa;us;39,830833;-77,231389;9;
holtwood;pa;us;39,831944;-76,327778;1;
mont alto;pa;us;39,844167;-77,558611;1;
kennett square;pa;us;39,846667;-75,711944;6;
chester;pa;us;39,849444;-75,356111;1;
west chester;pa;us;39,849444;-75,356111;27;
felton;pa;us;39,854722;-76,564722;2;
new oxford;pa;us;39,863611;-77,056111;1;
parkside;pa;us;39,864167;-75,378889;1;
brookhaven;pa;us;39,869167;-75,382778;2;
brogue;pa;us;39,871667;-76,483333;1;
chadds ford;pa;us;39,871667;-75,591667;1;
ohiopyle;pa;us;39,871667;-79,492500;1;
woodlyn;pa;us;39,872222;-75,337500;1;
spring grove;pa;us;39,874444;-76,866111;5;
ridley park;pa;us;39,881111;-75,324167;2;
mcclellandtown;pa;us;39,886944;-79,866944;1;
prospect park;pa;us;39,887778;-75,308611;2;
chester heights;pa;us;39,890000;-75,475833;1;
cochranville;pa;us;39,891667;-75,921944;1;
norwood;pa;us;39,891667;-75,300000;2;
waynesburg;pa;us;39,896389;-80,179444;2;
carmichaels;pa;us;39,896667;-79,974722;5;
quarryville;pa;us;39,896944;-76,163889;1;
glenolden;pa;us;39,900000;-75,289444;2;
uniontown;pa;us;39,900000;-79,716667;2;
red lion;pa;us;39,900833;-76,606111;2;
rutledge;pa;us;39,901667;-75,328889;1;
swarthmore;pa;us;39,901944;-75,350278;4;
collingdale;pa;us;39,911667;-75,277500;2;
secane;pa;us;39,913889;-75,302500;1;
fort loudon;pa;us;39,914722;-77,905000;2;
media;pa;us;39,916667;-75,388056;5;
st. thomas;pa;us;39,917500;-77,798056;1;
glen mills;pa;us;39,919167;-75,491944;2;
berlin;pa;us;39,920556;-78,958056;1;
new salem;pa;us;39,924167;-79,835833;2;
new providence;pa;us;39,925278;-76,198333;1;
upper darby;pa;us;39,928333;-75,274167;2;
biglerville;pa;us;39,930278;-77,248333;1;
springfield;pa;us;39,930556;-75,320556;1;
west springfield;pa;us;39,930556;-75,320556;2;
chambersburg;pa;us;39,937500;-77,661389;9;
east berlin;pa;us;39,937500;-76,978889;1;
conestoga;pa;us;39,940556;-76,346667;3;
drexel hill;pa;us;39,946944;-75,292500;1;
atglen;pa;us;39,949167;-75,973889;1;
barronvale;pa;us;39,951667;-79,271667;1;
philadelphia;pa;us;39,952222;-75,164167;102;
parkesburg;pa;us;39,958611;-75,919722;2;
york;pa;us;39,962500;-76,728056;33;
scotland;pa;us;39,968611;-77,587500;1;
dunbar;pa;us;39,977778;-79,614722;1;
willow street;pa;us;39,979167;-76,276667;1;
aspers;pa;us;39,979444;-77,223056;1;
brier hill;pa;us;39,980278;-79,828333;1;
havertown;pa;us;39,980833;-75,308889;4;
broomall;pa;us;39,981389;-75,356944;1;
coatesville;pa;us;39,983056;-75,824167;5;
new danville;pa;us;39,986389;-76,315278;1;
newtown square;pa;us;39,986667;-75,401389;7;
gap;pa;us;39,987222;-76,020833;2;
wenksville;pa;us;39,990000;-77,310833;1;
millersville;pa;us;39,997778;-76,354444;4;
smock;pa;us;39,998056;-79,783333;1;
breezewood;pa;us;39,999167;-78,238889;3;
dover;pa;us;40,001667;-76,850556;3;
manns choice;pa;us;40,002500;-78,591389;1;
wynnewood;pa;us;40,002778;-75,271111;1;
west grove;pa;us;40,004722;-75,635000;2;
downingtown;pa;us;40,006389;-75,703611;16;
ardmore;pa;us;40,006667;-75,285833;2;
narberth;pa;us;40,008333;-75,260833;2;
somerset;pa;us;40,008333;-79,078333;3;
york springs;pa;us;40,008889;-77,115833;1;
everett;pa;us;40,011389;-78,373611;1;
grindstone;pa;us;40,016111;-79,830833;1;
connellsville;pa;us;40,017778;-79,589722;2;
bedford;pa;us;40,018611;-78,504167;1;
bryn mawr;pa;us;40,019722;-75,305000;1;
brownsville;pa;us;40,023611;-79,884167;2;
wrightsville;pa;us;40,025556;-76,530278;1;
exton;pa;us;40,028889;-75,621111;5;
frazer;pa;us;40,032222;-75,556389;1;
guthriesville;pa;us;40,033056;-75,763889;1;
columbia;pa;us;40,033611;-76,504722;9;
malvern;pa;us;40,036111;-75,514167;1;
lancaster;pa;us;40,037778;-76,305833;32;
lancaster county;pa;us;40,037778;-76,305833;1;
roxborough;pa;us;40,038056;-75,222778;1;
bird in hand;pa;us;40,038611;-76,182500;1;
mountville;pa;us;40,039167;-76,431111;1;
wayne;pa;us;40,043889;-75,388056;2;
berwyn;pa;us;40,044722;-75,439167;1;
schellsburg;pa;us;40,048889;-78,644444;2;
shippensburg;pa;us;40,050556;-77,520556;6;
daisytown;pa;us;40,054444;-79,932222;1;
marietta;pa;us;40,056944;-76,552500;1;
cheltenham;pa;us;40,060833;-75,094444;1;
star junction;pa;us;40,062500;-79,763889;1;
mount wolf;pa;us;40,063056;-76,704167;1;
silver spring;pa;us;40,064167;-76,437500;1;
helixville;pa;us;40,074167;-78,704722;1;
lone pine;pa;us;40,074167;-80,172500;1;
conshohocken;pa;us;40,079167;-75,301944;7;
rockledge;pa;us;40,081111;-75,090000;2;
wyndmoor;pa;us;40,081111;-75,189722;2;
croydon;pa;us;40,087222;-74,903889;2;
leola;pa;us;40,087778;-76,185278;2;
glenmoore;pa;us;40,088889;-75,772222;1;
king of  prussia;pa;us;40,089167;-75,396389;1;
king of prussia;pa;us;40,089167;-75,396389;5;
honey brook;pa;us;40,094167;-75,911667;1;
wyncote;pa;us;40,094444;-75,149167;1;
chester springs;pa;us;40,095000;-75,617222;1;
landisville;pa;us;40,095278;-76,410278;2;
valley forge;pa;us;40,096944;-75,470000;1;
east petersburg;pa;us;40,100000;-76,354444;2;
scottdale;pa;us;40,100278;-79,587222;5;
bristol;pa;us;40,100556;-74,852222;4;
new holland;pa;us;40,101667;-76,085556;2;
glenside;pa;us;40,102222;-75,152500;3;
plymouth meeting;pa;us;40,102222;-75,274722;6;
flourtown;pa;us;40,103333;-75,212778;1;
bensalem;pa;us;40,104444;-74,951667;6;
rydal;pa;us;40,106389;-75,108889;3;
mount joy;pa;us;40,109722;-76,503611;1;
east earl;pa;us;40,110000;-76,033056;1;
church hill;pa;us;40,110556;-75,850000;1;
dillsburg;pa;us;40,110833;-77,035278;3;
mt. holly springs;pa;us;40,118333;-77,190278;1;
oreland;pa;us;40,118333;-75,178056;1;
abington;pa;us;40,120556;-75,118333;3;
norristown;pa;us;40,121389;-75,340278;7;
whitemarsh;pa;us;40,121944;-75,216944;2;
huntingdon valley;pa;us;40,122500;-75,063889;2;
belle vernon;pa;us;40,125000;-79,866667;1;
acme;pa;us;40,126667;-79,428889;2;
jeffersonville;pa;us;40,128889;-75,372500;1;
phoenixville;pa;us;40,130278;-75,515278;11;
oaks;pa;us;40,131667;-75,460000;4;
charleroi;pa;us;40,137778;-79,898333;2;
mont clare;pa;us;40,138889;-75,502778;1;
fort washington;pa;us;40,141667;-75,209444;4;
willow grove;pa;us;40,143889;-75,116111;4;
monessen;pa;us;40,148333;-79,888056;1;
mount pleasant;pa;us;40,148889;-79,541389;1;
mt. pleasant;pa;us;40,148889;-79,541389;3;
boiling springs;pa;us;40,149722;-77,128611;2;
trooper;pa;us;40,149722;-75,402222;1;
east norriton;pa;us;40,151667;-75,336944;1;
blue bell;pa;us;40,152222;-75,266667;3;
elizabethtown;pa;us;40,152778;-76,603056;1;
smithton;pa;us;40,153889;-79,741389;1;
ambler;pa;us;40,154444;-75,221944;1;
levittown;pa;us;40,155000;-74,829167;12;
morgantown;pa;us;40,155000;-75,890278;2;
van voorhis;pa;us;40,156111;-79,974444;1;
lititz;pa;us;40,157222;-76,307222;4;
manheim;pa;us;40,163333;-76,395278;6;
warwick;pa;us;40,165000;-75,784167;1;
osterburg;pa;us;40,169444;-78,520556;1;
holland;pa;us;40,172778;-74,993056;2;
donora;pa;us;40,173333;-79,857778;1;
washington;pa;us;40,173889;-80,246389;10;
hatboro;pa;us;40,174167;-75,107222;3;
southampton;pa;us;40,174167;-75,044167;6;
langhorne;pa;us;40,174444;-74,923056;9;
spring city;pa;us;40,176667;-75,548056;1;
horsham;pa;us;40,178333;-75,128889;3;
maple glen;pa;us;40,179167;-75,180833;2;
fairless hills;pa;us;40,179444;-74,855556;6;
ephrata;pa;us;40,179722;-76,179167;5;
st. peters;pa;us;40,180000;-75,731111;1;
shade gap;pa;us;40,180833;-77,866111;1;
royersford;pa;us;40,184167;-75,538333;3;
collegeville;pa;us;40,185556;-75,451944;4;
bowmansville;pa;us;40,196667;-76,017778;1;
middletown;pa;us;40,199722;-76,731389;6;
carlisle;pa;us;40,201389;-77,189167;8;
geigertown;pa;us;40,202500;-75,836667;1;
monongahela;pa;us;40,203056;-79,926389;3;
warminster;pa;us;40,206667;-75,100000;5;
ivyland;pa;us;40,207778;-75,073056;1;
rahns;pa;us;40,209167;-75,453333;1;
linfield;pa;us;40,210000;-75,570278;1;
highspire;pa;us;40,210833;-76,791389;1;
north wales;pa;us;40,210833;-75,278611;1;
morrisville;pa;us;40,211389;-74,788333;5;
reamstown;pa;us;40,211389;-76,123611;2;
hollsopple;pa;us;40,212500;-78,929167;1;
mechanicsburg;pa;us;40,214167;-77,008889;14;
richboro;pa;us;40,215000;-75,011111;1;
saxton;pa;us;40,215278;-78,244722;1;
brickerville;pa;us;40,225833;-76,302778;1;
lower allen;pa;us;40,226389;-76,900833;1;
davidsville;pa;us;40,226944;-78,936667;1;
newtown;pa;us;40,229167;-74,937222;8;
limerick;pa;us;40,230833;-75,522500;2;
new cumberland;pa;us;40,232222;-76,885000;2;
denver;pa;us;40,233056;-76,137500;8;
west middlesex;pa;us;40,234444;-77,136389;2;
camp hill;pa;us;40,239722;-76,920278;2;
windber;pa;us;40,239722;-78,835278;2;
lansdale;pa;us;40,241389;-75,284167;9;
ligonier;pa;us;40,243056;-79,237778;3;
pottstown;pa;us;40,245278;-75,650000;14;
yardley;pa;us;40,245556;-74,846389;7;
houston;pa;us;40,246389;-80,211667;2;
montgomeryville;pa;us;40,247222;-75,244167;2;
warrington;pa;us;40,249167;-75,134444;4;
finleyville;pa;us;40,252222;-80,003056;1;
jamison;pa;us;40,254722;-75,089722;1;
schwenksville;pa;us;40,256111;-75,464167;2;
douglassville;pa;us;40,257778;-75,726667;2;
canonsburg;pa;us;40,262500;-80,187500;3;
hummelstown;pa;us;40,265278;-76,708611;2;
wrightstown;pa;us;40,266667;-74,983611;1;
elizabeth;pa;us;40,269167;-79,890000;3;
harrisburg;pa;us;40,273611;-76,884722;34;
spring mount;pa;us;40,275556;-75,456944;1;
mcmurray;pa;us;40,277778;-80,084167;2;
harleysville;pa;us;40,279444;-75,387500;6;
hatfield;pa;us;40,279722;-75,299722;1;
youngstown;pa;us;40,279722;-79,365833;1;
blainsport;pa;us;40,280556;-76,140000;1;
hershey;pa;us;40,285833;-76,650556;7;
mohnton;pa;us;40,285833;-75,984722;2;
chalfont;pa;us;40,288333;-75,209444;5;
enola;pa;us;40,290000;-76,934167;9;
dunlo;pa;us;40,294444;-78,721389;1;
furlong;pa;us;40,296111;-75,082500;3;
new britain;pa;us;40,298889;-75,181389;1;
greensburg;pa;us;40,301389;-79,539167;10;
franconia;pa;us;40,307778;-75,358056;1;
shillington;pa;us;40,307778;-75,965833;4;
palmyra;pa;us;40,308889;-76,593611;3;
doylestown;pa;us;40,310000;-75,130278;17;
souderton;pa;us;40,311667;-75,325556;2;
earlville;pa;us;40,316667;-75,737222;1;
gilbertsville;pa;us;40,320000;-75,610556;2;
latrobe;pa;us;40,321111;-79,379722;4;
bradenville;pa;us;40,321389;-79,340278;1;
telford;pa;us;40,321944;-75,328333;2;
buckingham;pa;us;40,323611;-75,060278;2;
perkiomenville;pa;us;40,324167;-75,478333;1;
irwin;pa;us;40,324444;-79,701389;3;
grapeville;pa;us;40,325278;-79,605833;1;
johnstown;pa;us;40,326667;-78,922222;23;
reistville;pa;us;40,327222;-76,303056;1;
sinking spring;pa;us;40,327222;-76,011389;3;
bethel park;pa;us;40,327500;-80,039722;7;
jeannette;pa;us;40,328056;-79,615556;3;
mount penn;pa;us;40,328056;-75,891111;1;
annville;pa;us;40,329444;-76,515556;3;
wyomissing;pa;us;40,329444;-75,965556;1;
wernersville;pa;us;40,330000;-76,080833;1;
boyertown;pa;us;40,333611;-75,637778;3;
linglestown;pa;us;40,333889;-76,789444;1;
reading;pa;us;40,335556;-75,927222;35;
port vue;pa;us;40,335833;-79,870000;1;
white oak;pa;us;40,337500;-79,809444;1;
lebanon;pa;us;40,340833;-76,411667;13;
mckeesport;pa;us;40,347778;-79,864444;4;
morgan;pa;us;40,354167;-80,140000;1;
slovan;pa;us;40,359167;-80,390000;1;
womelsdorf;pa;us;40,361667;-76,184444;2;
new hope;pa;us;40,364167;-74,951667;3;
dauphin;pa;us;40,367222;-76,931389;1;
midway;pa;us;40,369167;-80,293056;1;
mcdonald;pa;us;40,370833;-80,235000;3;
perkasie;pa;us;40,371944;-75,293056;5;
red hill;pa;us;40,372778;-75,481389;1;
myerstown;pa;us;40,374444;-76,303056;1;
grantville;pa;us;40,377778;-76,646667;2;
north versailles;pa;us;40,379722;-79,809722;1;
new florence;pa;us;40,380278;-79,075556;1;
solebury;pa;us;40,380556;-75,008611;1;
duquesne;pa;us;40,381389;-79,860000;2;
burgettstown;pa;us;40,381944;-80,393056;2;
mt. union;pa;us;40,384444;-77,882500;1;
trafford;pa;us;40,385556;-79,759167;1;
plumsteadville;pa;us;40,387222;-75,146944;2;
oley;pa;us;40,387500;-75,790000;2;
elliottsburg;pa;us;40,388889;-77,289167;1;
pennsburg;pa;us;40,390833;-75,492500;1;
barto;pa;us;40,391111;-75,610556;1;
munhall;pa;us;40,392222;-79,900278;1;
